Product URL,Product name ,Product Price,Rating,No.Of Reviews,Product Description,Manufacturer,ASIN
https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1675447806&sprefix=ba%2Caps%2C283&sr=8-48,Lenovo Slim Everyday Backpack,839,4.4 out of 5 stars,"(2,633)","Slim, compact & sturdy: Minimal and compact design for professionals: Joint material design, durable, water-resistant polyester material. The padded shoulder straps, handle, and back panel provides protection and all-day comfort. Smooth zippers that never jam or break. Style meets Function: Minimal & compact design, stores and protects laptops up to 15.6-inches. Ideal for students and professionals looking for a stylish and compact backpack for daily use. Spacious storage with easy organization: Inside, you'll find a laptop sleeve, a tablet pocket, a roomy front workstation, and two side pockets for quick access to your other essentials. The padded shoulder straps, handle, and back panel provides protection and all-day comfort.. ","BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/Genie-Glitter-Backpack-Women-compartments/dp/B097JHQH13/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1675447841&sprefix=ba%2Caps%2C283&sr=8-49,"Genie Glitter Backpack for Women - 3 compartments, Laptop Bags for Girls, Stylish and Trendy College Backpacks for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.","1,099",4.3 out of 5 stars,303,"Made with High Quality fabric. Outer material: Nylon Twill - Soft, Durable and Water Resistant. Capacity: 36 liters, Dimensions: 48 x 33 x 23 cm Warranty: 12 months. 3 Spacious compartment: Store your Books, Stationary, Accessories, Lunch boxes, etc. It will store plenty of items. Laptop Sleeve: Ensure that your laptop is stored separately and Securely! Organizer: Keep every single item separately in an arranged manner, with the help of our organizer. 2 side pocket: For holding water bottle, clipping pens or pencil or storing other items. 1 Front Pocket: Easily accessible. To keep all your essentials such as wallet, ticket, cosmetics.. Easy grab padded handle: For added comfort and convinience to hold the bag. Padded and Ergonomic Shoulder Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus.This women's backpack can be carried to work, college, school, for a day out or even while you are travelling!. Light Weight yet Durable to resist the weight of textbooks, stationary, lunch boxes. Can store all your college or office stationary, without any hassle.. Stylish & Cute: This bag is designed for those Millennials and GenZ, who aren't afraid to compromise on Utility or Fashion! It is a perfect, small bag to carry all the daily essentials while using it as a trendy accessory, or a travel bag or as a college backpack.. ","BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/Genie-Glitter-Backpack-Women-compartments/dp/B097JHQH13/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1675447841&sprefix=ba%2Caps%2C283&sr=8-49,"Genie Glitter Backpack for Women - 3 compartments, Laptop Bags for Girls, Stylish and Trendy College Backpacks for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.","1,099",4.3 out of 5 stars,303,"Made with High Quality fabric. Outer material: Nylon Twill - Soft, Durable and Water Resistant. Capacity: 36 liters, Dimensions: 48 x 33 x 23 cm Warranty: 12 months. 3 Spacious compartment: Store your Books, Stationary, Accessories, Lunch boxes, etc. It will store plenty of items. Laptop Sleeve: Ensure that your laptop is stored separately and Securely! Organizer: Keep every single item separately in an arranged manner, with the help of our organizer. 2 side pocket: For holding water bottle, clipping pens or pencil or storing other items. 1 Front Pocket: Easily accessible. To keep all your essentials such as wallet, ticket, cosmetics.. Easy grab padded handle: For added comfort and convinience to hold the bag. Padded and Ergonomic Shoulder Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus.This women's backpack can be carried to work, college, school, for a day out or even while you are travelling!. Light Weight yet Durable to resist the weight of textbooks, stationary, lunch boxes. Can store all your college or office stationary, without any hassle.. Stylish & Cute: This bag is designed for those Millennials and GenZ, who aren't afraid to compromise on Utility or Fashion! It is a perfect, small bag to carry all the daily essentials while using it as a trendy accessory, or a travel bag or as a college backpack.. ","BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/Genie-Glitter-Backpack-Women-compartments/dp/B097JHQH13/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1675447841&sprefix=ba%2Caps%2C283&sr=8-49,"Genie Glitter Backpack for Women - 3 compartments, Laptop Bags for Girls, Stylish and Trendy College Backpacks for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.","1,099",4.3 out of 5 stars,303,"Made with High Quality fabric. Outer material: Nylon Twill - Soft, Durable and Water Resistant. Capacity: 36 liters, Dimensions: 48 x 33 x 23 cm Warranty: 12 months. 3 Spacious compartment: Store your Books, Stationary, Accessories, Lunch boxes, etc. It will store plenty of items. Laptop Sleeve: Ensure that your laptop is stored separately and Securely! Organizer: Keep every single item separately in an arranged manner, with the help of our organizer. 2 side pocket: For holding water bottle, clipping pens or pencil or storing other items. 1 Front Pocket: Easily accessible. To keep all your essentials such as wallet, ticket, cosmetics.. Easy grab padded handle: For added comfort and convinience to hold the bag. Padded and Ergonomic Shoulder Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus.This women's backpack can be carried to work, college, school, for a day out or even while you are travelling!. Light Weight yet Durable to resist the weight of textbooks, stationary, lunch boxes. Can store all your college or office stationary, without any hassle.. Stylish & Cute: This bag is designed for those Millennials and GenZ, who aren't afraid to compromise on Utility or Fashion! It is a perfect, small bag to carry all the daily essentials while using it as a trendy accessory, or a travel bag or as a college backpack.. ","BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1675447841&sprefix=ba%2Caps%2C283&sr=8-51,Lenovo Slim Everyday Backpack,839,4.4 out of 5 stars,"2,633","Slim, compact & sturdy: Minimal and compact design for professionals: Joint material design, durable, water-resistant polyester material. The padded shoulder straps, handle, and back panel provides protection and all-day comfort. Smooth zippers that never jam or break. Style meets Function: Minimal & compact design, stores and protects laptops up to 15.6-inches. Ideal for students and professionals looking for a stylish and compact backpack for daily use. Spacious storage with easy organization: Inside, you'll find a laptop sleeve, a tablet pocket, a roomy front workstation, and two side pockets for quick access to your other essentials. ","BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1675447841&sprefix=ba%2Caps%2C283&sr=8-51,Lenovo Slim Everyday Backpack,839,4.4 out of 5 stars,"2,633","Slim, compact & sturdy: Minimal and compact design for professionals: Joint material design, durable, water-resistant polyester material. The padded shoulder straps, handle, and back panel provides protection and all-day comfort. Smooth zippers that never jam or break. Style meets Function: Minimal & compact design, stores and protects laptops up to 15.6-inches. Ideal for students and professionals looking for a stylish and compact backpack for daily use. Spacious storage with easy organization: Inside, you'll find a laptop sleeve, a tablet pocket, a roomy front workstation, and two side pockets for quick access to your other essentials. The padded shoulder straps, handle, and back panel provides protection and all-day comfort.. ","BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/SFANE-Duffel-Shoulder-Women-Compartment/dp/B07XXFB9CZ/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1675447841&sprefix=ba%2Caps%2C283&sr=8-55,Sfane polyester 23 cms Duffle Bag(BG - 05 HALF LTSHOE COMPTT_grey),399,4.3 out of 5 stars,"6,320","Durable Material - Travel Duffle Bag Is Made Of ,Durable Material.; Separate Shoes Compartment - Built-In Extra Shoes Compartment With Exterior Zippers To Keep Your Shoes And Clean Sport Gears Separate.. Multi-Purpose & Any Occasions - Perfect Duffle Bag For Hiking, Family Holiday, Vacation, Sports, A Short Trip, Gym, Work, Beach, Used As A Overnight Bag, A Short Journey Bag, A Weekender Bag, Gym Bag, Sports Duffle Bag.. Adjustable Shoulder Straps - Comfortable And Adjustable Shoulder Strap. Abundance Of Storage - Large Capacity,Meet Your Requirement For Sure And Keep Your Stuff In Order. What An Amazing Design For Sport Bag!. Water Resistance Level: Water Resistant; Handle Type: Web Handle; Color Name: Grey. ","BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/SFANE-Duffel-Shoulder-Women-Compartment/dp/B07XXFB9CZ/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1675447841&sprefix=ba%2Caps%2C283&sr=8-55,Sfane polyester 23 cms Duffle Bag(BG - 05 HALF LTSHOE COMPTT_grey),399,4.3 out of 5 stars,"6,320","Durable Material - Travel Duffle Bag Is Made Of ,Durable Material.; Separate Shoes Compartment - Built-In Extra Shoes Compartment With Exterior Zippers To Keep Your Shoes And Clean Sport Gears Separate.. Multi-Purpose & Any Occasions - Perfect Duffle Bag For Hiking, Family Holiday, Vacation, Sports, A Short Trip, Gym, Work, Beach, Used As A Overnight Bag, A Short Journey Bag, A Weekender Bag, Gym Bag, Sports Duffle Bag.. Adjustable Shoulder Straps - Comfortable And Adjustable Shoulder Strap. Abundance Of Storage - Large Capacity,Meet Your Requirement For Sure And Keep Your Stuff In Order. What An Amazing Design For Sport Bag!. Water Resistance Level: Water Resistant; Handle Type: Web Handle; Color Name: Grey. ","BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/Dell-Pro-Slim-Backpack-15/dp/B07PMQTB6T/ref=sr_1_59?crid=2M096C61O4MLT&keywords=bags&qid=1675447841&sprefix=ba%2Caps%2C283&sr=8-59,"Dell Pro Slim Backpack 15 - PO1520PS - Fits Most laptops up to 38.1 cm (15 inches, Black)","1,599",4.4 out of 5 stars,373,Lightweight and comfortable to carry. All your everyday essentials at your fingertips. Dependable everyday companion. ,"BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/Dell-Pro-Slim-Backpack-15/dp/B07PMQTB6T/ref=sr_1_59?crid=2M096C61O4MLT&keywords=bags&qid=1675447841&sprefix=ba%2Caps%2C283&sr=8-59,"Dell Pro Slim Backpack 15 - PO1520PS - Fits Most laptops up to 38.1 cm (15 inches, Black)","1,599",4.4 out of 5 stars,373,Lightweight and comfortable to carry. All your everyday essentials at your fingertips. Dependable everyday companion. ,"BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/Motherly-Stylish-Babies-Diaper-Mothers/dp/B07DMKJJB4/ref=sr_1_60?crid=2M096C61O4MLT&keywords=bags&qid=1675447841&sprefix=ba%2Caps%2C283&sr=8-60,motherly 25 ltrs (25 Cms) backpack(5860_grey),"1,716",4.6 out of 5 stars,"5,403","The bag measures: 39.5 cm x 26 cm x 20 cm, Weighs: 700 gm. ","BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/Motherly-Stylish-Babies-Diaper-Mothers/dp/B07DMKJJB4/ref=sr_1_60?crid=2M096C61O4MLT&keywords=bags&qid=1675447841&sprefix=ba%2Caps%2C283&sr=8-60,motherly 25 ltrs (25 Cms) backpack(5860_grey),"1,716",4.6 out of 5 stars,"5,403","The bag measures: 39.5 cm x 26 cm x 20 cm, Weighs: 700 gm. ","BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/Capacity-Cosmetic-Portable-Cosmetics-Organizer/dp/B0BK922Y5N/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1675447841&sprefix=ba%2Caps%2C283&sr=8-61,"Large Capacity Cosmetic Travel Bag, Women's Makeup Travel Bag Portable Leather Cosmetics Bag, Makeup Storage Bags with Handle and Divider, Wide Opening Cosmetic/Makeup Organizer Bags(Pink)",799,4.3 out of 5 stars,107,"High-Quality Materials : Travel makeup pouch made of easy-to-clean PU leather fabric, special water-resistant surface to prevent internal products from getting wet.. PU Leather makeup bag function : Portable and Lightweight design with handle, Made of high-quality soft PU leather fabric, strong thickness make the bag more durable and easy to clean, special water-resistant surface to prevent internal products from getting wet.No need to worry about messy leaks when traveling.. Multifunctional storage makeup bags : This Make up Bags not only can storage your cosmetics, but also Jewelry, Electronic Accessories, Camera, Essential oil, Toiletries, Shaving Kit, glasses,Valuable objects and so on.. Convenient and Durable Handle : The zipper of the makeup travel bag opening design is reasonable,It's a easy to handle and very practical zipper pouch. Wonderful Gift : The travel makeup bag is perfect for daily use or travelling, it's a great gift for women and girls with the gift box on Mother's Day, Women's Day or Christmas .. ","BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/Capacity-Cosmetic-Portable-Cosmetics-Organizer/dp/B0BK922Y5N/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1675447841&sprefix=ba%2Caps%2C283&sr=8-61,"Large Capacity Cosmetic Travel Bag, Women's Makeup Travel Bag Portable Leather Cosmetics Bag, Makeup Storage Bags with Handle and Divider, Wide Opening Cosmetic/Makeup Organizer Bags(Pink)",799,4.3 out of 5 stars,107,"High-Quality Materials : Travel makeup pouch made of easy-to-clean PU leather fabric, special water-resistant surface to prevent internal products from getting wet.. PU Leather makeup bag function : Portable and Lightweight design with handle, Made of high-quality soft PU leather fabric, strong thickness make the bag more durable and easy to clean, special water-resistant surface to prevent internal products from getting wet.No need to worry about messy leaks when traveling.. Multifunctional storage makeup bags : This Make up Bags not only can storage your cosmetics, but also Jewelry, Electronic Accessories, Camera, Essential oil, Toiletries, Shaving Kit, glasses,Valuable objects and so on.. Convenient and Durable Handle : The zipper of the makeup travel bag opening design is reasonable,It's a easy to handle and very practical zipper pouch. Wonderful Gift : The travel makeup bag is perfect for daily use or travelling, it's a great gift for women and girls with the gift box on Mother's Day, Women's Day or Christmas .. ","BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/Wildcraft-Packs18-Laptop-Backpack-Streak/dp/B07FC4D9B5/ref=sr_1_62_mod_primary_new?crid=2M096C61O4MLT&keywords=bags&qid=1675447841&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-62,Wildcraft Work Packs'18 21 Ltrs Black Laptop Backpack (Streak Plus),"1,445",4.4 out of 5 stars,"1,885","Outer Material: Fabric, Color: Black; Water resistant. Capacity: 21 liters; Weight: 480 grams; Dimensions: 18 inches x 13 inches x 5 inches (LxWxH). Number of compartments: 2. Laptop Compatibility: Yes, Laptop Size: 15 inches. Pocket Description: Utility Pocket; Closure Type: Zipper; Age Range Description: Adult; Style Name: Traditional Backpacks; Special Features: Laptop Compartment; Lining Description: Nylon. Fits upto 15"",Side mesh pocket for water bottle. ","BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/Wildcraft-Packs18-Laptop-Backpack-Streak/dp/B07FC4D9B5/ref=sr_1_62_mod_primary_new?crid=2M096C61O4MLT&keywords=bags&qid=1675447841&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-62,Wildcraft Work Packs'18 21 Ltrs Black Laptop Backpack (Streak Plus),"1,445",4.4 out of 5 stars,"1,885","Outer Material: Fabric, Color: Black; Water resistant. Capacity: 21 liters; Weight: 480 grams; Dimensions: 18 inches x 13 inches x 5 inches (LxWxH). Number of compartments: 2. Laptop Compatibility: Yes, Laptop Size: 15 inches. Pocket Description: Utility Pocket; Closure Type: Zipper; Age Range Description: Adult; Style Name: Traditional Backpacks; Special Features: Laptop Compartment; Lining Description: Nylon. Fits upto 15"",Side mesh pocket for water bottle. ","BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1675447897&sprefix=ba%2Caps%2C283&sr=8-65,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Brown,249.00,4.4 out of 5 stars,"5,330","Outer material: synthetic, color: brown. Waterproof. Capacity: 20 liters; Weight: 560 grams; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH). Number of compartments: 2. Laptop compatibility: yes, laptop size: 16strap type: adjustable. Anti theft waterproof bag with anti sweat fabric on back and shoulder straps. USB and headphone cable slot. ","BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1675447897&sprefix=ba%2Caps%2C283&sr=8-65,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Brown,"1,049",4.4 out of 5 stars,"5,330","Outer material: synthetic, color: brown. Waterproof. Capacity: 20 liters; Weight: 560 grams; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH). Number of compartments: 2. Laptop compatibility: yes, laptop size: 16strap type: adjustable. Anti theft waterproof bag with anti sweat fabric on back and shoulder straps. USB and headphone cable slot. ","BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1675447897&sprefix=ba%2Caps%2C283&sr=8-65,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Brown,"1,049",4.4 out of 5 stars,"5,330","Outer material: synthetic, color: brown. Waterproof. Capacity: 20 liters; Weight: 560 grams; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH). Number of compartments: 2. Laptop compatibility: yes, laptop size: 16strap type: adjustable. Anti theft waterproof bag with anti sweat fabric on back and shoulder straps. USB and headphone cable slot. ","BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/WILD-MODA-Womens-Shoulder-Turquoise/dp/B099PLT91X/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1675447897&sprefix=ba%2Caps%2C283&sr=8-66,"WILD MODA Women's Shoulder Bag, Set of 1",849,4.3 out of 5 stars,"3,318","Material: High quality Waterproof Polyester material and nice eye catchy handbag. 3 Big compartments with Zip closure and 6 Pockets that can easily carry your multiple utility for better organization.. Dimensions: Length: 35, Width: 18: Height: 27 cm, Closure: Zip; Strap Type: Shoulder. High quality soft Lining Anti-theft pocket with Top Zip Closer; Extra pockets for more space and easy to carry, the extra pocket on the inside comes with a closure so you can put all your important things inside like mobile, keys, jewellery, napkins, etc. Safely without the fear of losing them. ","BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/WILD-MODA-Womens-Shoulder-Turquoise/dp/B099PLT91X/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1675447897&sprefix=ba%2Caps%2C283&sr=8-66,"WILD MODA Women's Shoulder Bag, Set of 1",849,4.3 out of 5 stars,"3,318","Material: High quality Waterproof Polyester material and nice eye catchy handbag. 3 Big compartments with Zip closure and 6 Pockets that can easily carry your multiple utility for better organization.. Dimensions: Length: 35, Width: 18: Height: 27 cm, Closure: Zip; Strap Type: Shoulder. High quality soft Lining Anti-theft pocket with Top Zip Closer; Extra pockets for more space and easy to carry, the extra pocket on the inside comes with a closure so you can put all your important things inside like mobile, keys, jewellery, napkins, etc. Safely without the fear of losing them. ","BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/Resistant-Outdoor-Shoulder-Unbalance-Earphone/dp/B07TT785P7/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1675447897&sprefix=ba%2Caps%2C283&sr=8-67,"Arctic Hunter Mens Small Sling Bag Chest Bag Shoulder Bag Mobile Bag Side Bag with Earphone Port Water Resistant for Everyday Use Small Items and Small Electronic Product,Black","1,139",4.3 out of 5 stars,528,"[Three pockets] --1 main zipper pocket+1 button pocket+1 small front zipper pocket.three small pockets for storing small items.there are four inner compartments in the main pocket,you can safely store or organize your cellphone,wallet,keys,ID card,small snacks,and other small personal belongings.. [Compact design and Convenient to carry] --The size of this sling shoulder backpack bag about 13*6.3*2 inch, perfect ideal for outdoor sports (travelling,hiking, camping,climbing,cycling, etc) and easy to store lots of small items.. [Fashion,multi-function and practical design] --This Chest Crossbody Daypacks allow you wear over either shoulder comfortably, or in the front across the chest to deter thieves,Classic and simple,never out of style.. [Water Resistance Design] --Design: There are some important things to you, do not let them wet out! This bag surface made of anti-water material, 100% protect your things far away from water.. [A hole for headphone] --This arctic hunter sling bag provides an easy access to earphone usage. You can put the earphone wire through the hole easily and listen to music at anytime or anywhere，Ideal for vacation outing and outdoor sports.. ","BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/Resistant-Outdoor-Shoulder-Unbalance-Earphone/dp/B07TT785P7/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1675447897&sprefix=ba%2Caps%2C283&sr=8-67,"Arctic Hunter Mens Small Sling Bag Chest Bag Shoulder Bag Mobile Bag Side Bag with Earphone Port Water Resistant for Everyday Use Small Items and Small Electronic Product,Black","1,139",4.3 out of 5 stars,528,"[Three pockets] --1 main zipper pocket+1 button pocket+1 small front zipper pocket.three small pockets for storing small items.there are four inner compartments in the main pocket,you can safely store or organize your cellphone,wallet,keys,ID card,small snacks,and other small personal belongings.. [Compact design and Convenient to carry] --The size of this sling shoulder backpack bag about 13*6.3*2 inch, perfect ideal for outdoor sports (travelling,hiking, camping,climbing,cycling, etc) and easy to store lots of small items.. [Fashion,multi-function and practical design] --This Chest Crossbody Daypacks allow you wear over either shoulder comfortably, or in the front across the chest to deter thieves,Classic and simple,never out of style.. [Water Resistance Design] --Design: There are some important things to you, do not let them wet out! This bag surface made of anti-water material, 100% protect your things far away from water.. [A hole for headphone] --This arctic hunter sling bag provides an easy access to earphone usage. You can put the earphone wire through the hole easily and listen to music at anytime or anywhere，Ideal for vacation outing and outdoor sports.. ","BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/American-Tourister-Polypropylene-LG4-002_Crimson/dp/B0BB2LKNXG/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1675447927&sprefix=ba%2Caps%2C283&sr=8-81,American Tourister KAMILIANT Polypropylene Hard 68 cms Luggage (LG4 (0) 00 002_Crimson)(46×68×28) cm Travel Bag,249.00,4.4 out of 5 stars,123,"Boxy shape for maximum volume and retractable top and side handles for comfort. Dual texture with matte finish and 3 digit fixed combination lock for extra security. Cross ribbons in bottom compartment and U-shaped pocket for maximum packing space. Sturdy and lightweight, with 360-degree smooth rolling wheels. 50-50 packing makes organization and segregation easier. ","BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/Baggit-Womens-Hobo-Handbag-Green/dp/B097C2T2DS/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1675447927&sprefix=ba%2Caps%2C283&sr=8-85,Baggit Women's PEPSI Sling Bag,528,4.4 out of 5 stars,"1,927",Faux Leather material. Green colored Hobo Handbag. Strap type : Single. Zip type closing mechanism.. Made in India. ,"BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/Baggit-Womens-Hobo-Handbag-Green/dp/B097C2T2DS/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1675447927&sprefix=ba%2Caps%2C283&sr=8-85,Baggit Women's PEPSI Sling Bag,528,4.4 out of 5 stars,"1,927",Faux Leather material. Green colored Hobo Handbag. Strap type : Single. Zip type closing mechanism.. Made in India. ,"BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/SIDRUM-Shoulder-Adjustable-Compatible-Mirrorless/dp/B09SHTBFQF/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1675447927&sprefix=ba%2Caps%2C283&sr=8-88,"SIDRUM DSLR/SLR Camera Shoulder Bag Case with Adjustable Shoulder Strap & Rain Cover, Compatible for Nikon, Canon, Sony Mirrorless Cameras - Waterproof - Breathable - Anti Shock (Orange-Black-Large)",949,4.4 out of 5 stars,811,"Dimension : 10'' x 6'' x 8'' , Internal size: 9'' x 5'' x 7'' ; Fits 1 camera +1 spare lens + mobile phone + filter + SD card.. Multiple Accessory Pockets to organize extra batteries, memory cards, cables, lens caps, or other small accessories.. Detachable shoulder strap is adjustable and can also be worn cross-body. Made from durable polyester material, outfitted with reinforced padded carry handle.. The camera compartment is fully padded with closed cell dense foam padding to protect valuable cameras and accessories.. Package Includes: 1*waterproof Camera Case Bag 1*Shoulder Strap 1*Rain Cover 2*Spacer Pad. ","BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
https://www.amazon.in/SIDRUM-Shoulder-Adjustable-Compatible-Mirrorless/dp/B09SHTBFQF/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1675447927&sprefix=ba%2Caps%2C283&sr=8-88,"SIDRUM DSLR/SLR Camera Shoulder Bag Case with Adjustable Shoulder Strap & Rain Cover, Compatible for Nikon, Canon, Sony Mirrorless Cameras - Waterproof - Breathable - Anti Shock (Orange-Black-Large)",949,4.4 out of 5 stars,811,"Dimension : 10'' x 6'' x 8'' , Internal size: 9'' x 5'' x 7'' ; Fits 1 camera +1 spare lens + mobile phone + filter + SD card.. Multiple Accessory Pockets to organize extra batteries, memory cards, cables, lens caps, or other small accessories.. Detachable shoulder strap is adjustable and can also be worn cross-body. Made from durable polyester material, outfitted with reinforced padded carry handle.. The camera compartment is fully padded with closed cell dense foam padding to protect valuable cameras and accessories.. Package Includes: 1*waterproof Camera Case Bag 1*Shoulder Strap 1*Rain Cover 2*Spacer Pad. ","BACKPACK INTERNATIONAL PVT LTD., Backpack International Pvt Ltd, Contact no +919769487901",B018EMBCUW
